departure,arrival,duration
"Adliswil, Grüt","Adliswil, Sunnau",9
"Dübendorf, Hoffnung","Dübendorf, Hochbord Süd",7
"Erlenbach ZH, Im Vogelsang","Erlenbach ZH, Schulhaus",8
"Fislisbach, Sportanlage Esp","Fislisbach, Alterszentrum",3
"Gossau ZH, Mitteldorf","Gossau ZH, Rigistrasse",9
"Horgen, Bahnhof","Horgen, Wannerstrasse",8
"Kilchberg ZH, Mythenstrasse","Kilchberg ZH, Emilienheim",8
"Kloten, Lägernstrasse",Werft,9
"Kloten, Säntisstrasse","Kloten, Ackerstrasse",10
Meilen (See),"Meilen, Friedhof",10
"Meilen, Rebbergstrasse","Meilen, Schulhaus Feld",8
Oberrieden,"Oberrieden Dorf, Bahnhof",7
"Opfikon, Fernsicht","Opfikon, Aublick",8
"Opfikon, Grossacker","Opfikon, Zil",10
"Rüschlikon, Schlossstrasse","Rüschlikon, Bodengasse",8
"Schlieren, Zentrum/Bahnhof","Schlieren, Kampstrasse",10
"Tagelswangen, Gerenhalde","Tagelswangen, Buckstrasse",10
"Uster, Loren-Allee","Uster, Loren",4
"Wettingen, Busgarage","Wettingen, Halbartenstrasse",5
"Wädenswil, Hallenbad/Frohmatt","Wädenswil, Neudorf",9
"Wädenswil, Hallenbad/Frohmatt","Wädenswil, Tobelrain",5
"Zollikon, Beugi","Zollikon, Gemeindehaus",10
"Zollikon, Schützenstrasse","Zollikon, Allmend",6
Zollikon,"Zollikon, Bahnhof",1
"Zürich, Binz","Zürich, Manesseplatz",8
"Zürich, Germaniastrasse","Zürich, Schäppiweg",6
"Zürich, Helvetiaplatz","Zürich, Kanonengasse",9
"Zürich, Museum Rietberg","Zürich, Hügelstrasse",9
"Zürich, Susenbergstrasse","Zürich, Zoo",9
"Adliswil, Friedhof","Adliswil, Baumgartenweg",9
"Adliswil, Sunnau","Adliswil, Grüt",9
"Bremgarten AG, Bahnhof","Bremgarten AG, Obertorplatz",4
Bremgarten Obertor,"Bremgarten AG, Bahnhof",5
"Bülach, Güterbahnhof","Bülach, Bahnhof",2
"Bülach, Hohfuri","Bülach, Soliboden",8
"Dielsdorf, Ruchwiesen","Dielsdorf, Bahnhof",9
"Dietikon, Stadthalle Ost","Dietikon, Stelzenacker",4
"Dübendorf, Stadthaus","Dübendorf, Memphis",9
Effretikon,"Effretikon, Bahnhof",2
"Fällanden, Zil","Fällanden, Gemeindehaus",7
Hauptbahnhof,Winterthur,2
"Herrliberg, Aryanastrasse","Herrliberg, Schulhaus",8
Horgen Oberdorf,"Horgen, Wannerstrasse",10
"Horgen, Baumgärtlihof",Horgen,7
"Illnau, Bahnhof",Illnau,1
"Kilchberg ZH, Kreuzstrasse","Kilchberg ZH, Bahnhof",5
"Kilchberg ZH, Spital","Adliswil, Moos",10
"Kilchberg ZH, Weinbergstrasse","Kilchberg ZH, Emilienheim",10
"Küsnacht ZH, Ob. Heslibachstr.","Küsnacht ZH, Zentrum",7
"Oberglatt ZH, Bälen","Oberglatt ZH, Pistenende",8
"Obfelden, Hölibachstrasse","Obfelden, Toussen",10
"Opfikon, Neuwiesen","Opfikon, Schulstrasse",7
"Regensdorf, Gemeindehaus",Regensdorf-Watt,7
"Rümlang, Hörnlistrasse","Rümlang, Zürichweg",9
"Thalwil, Aegertli",Thalwil,8
"Urdorf, Herweg","Urdorf, Schlierenstrasse",8
"Urdorf, Neumatt","Urdorf, Neumattstrasse",5
"Uster, Gschwader","Uster, Brandschenke",8
"Uster, Haberweid","Uster, Meieracher",5
"Wallisellen, Spitzacker","Wallisellen, Furtbach",4
"Wettingen, Zirkuswiese","Wettingen, Tägi",10
"Winterthur, Stadthaus","Winterthur, Technikum",7
"Winterthur, Technikum",Gewerbeschule,6
Winterthur,"Winterthur, Sulzer",8
"Wohlen AG, Guggimatt","Wohlen AG, Sustenweg",3
"Wädenswil, Schlossbergstrasse",Wädenswil,10
Zürich Landesmuseum (See),Zürich HB,3
Zürich Storchen,"Zürich, Rennweg",7
"Zürich, Bircher-Benner","Zürich, Zürichbergstrasse",7
"Zürich, Friesenberghalde","Zürich, Im Hagacker",9
"Zürich, Friesenbergstrasse","Zürich, Friesenberg",7
"Zürich, Hertensteinstrasse","Zürich, Friedhof Schwandenholz",10
"Zürich, Kinkelstrasse","Zürich, Schanzackerstrasse",8
"Zürich, Waffenplatzstrasse","Zürich, Kantonsschule Enge",7
"Au ZH, Austrasse","Au ZH, Aubrücke",3
"Birmensdorf ZH, Landikon Bach","Birmensdorf ZH, Landikon Dorf",2
"Bremgarten AG, Bahnhof","Bremgarten AG, Zufikerstrasse",6
Buchs-Dällikon,"Buchs-Dällikon, Bahnhof",3
"Bülach, Grampenweg","Bülach, Kreuzstrasse",5
"Bülach, Niederflachs","Bülach, Tiefengasse",4
"Dietikon, Staffelackerstrasse","Dietikon, Lätten",9
"Dübendorf, Hochbord Süd","Dübendorf, Neugut Süd",9
"Erlenbach ZH, Bahnhofstrasse",Erlenbach ZH (See),4
"Fislisbach, Steinäcker","Fislisbach, Dorfstrasse",9
"Glattbrugg, Riethofstrasse","Kloten, Balsberg Hardacher",9
"Herrliberg, Grüt","Herrliberg, Rain",7
"Herrliberg-Feldmeilen,Bhf West","Herrliberg, Gartenstrasse",8
Horgen,"Horgen, Altes Gemeindehaus",3
"Kilchberg ZH, Bendlikon",Kilchberg ZH,7
"Kilchberg ZH, Schwelle","Kilchberg ZH, Gottlieb-Binder",5
"Kloten, Balsberg Hardacher",Kloten Balsberg,6
"Kloten, Bramen","Kloten, Neubrunnenstrasse",3
"Küsnacht ZH, Himmelistrasse","Küsnacht ZH, Allmend",9
"Maur, See",Maur (See),1
"Neuenhof, Posthorn",Neuenhof,10
Spital Zollikerberg,"Zollikerberg, Station",9
"Stäfa, Binz","Stäfa, Kniebreche",5
"Thalwil, Trotte","Thalwil, Aubrigstrasse",9
"Uster, Himmelriich","Uster, Weidli",7
"Wettingen, Bahnhofstrasse","Wettingen, Albisstrasse",10
"Winterthur, Schöntal","Winterthur, Zentrum Töss",7
"Winterthur, Tellstrasse","Winterthur, Hinterwiesli",8
"Winterthur, Wylandbrücke","Winterthur, Archstrasse/HB",9
"Wohlen AG, Kapellmatt","Wohlen AG, Höhenweg",10
"Wädenswil, Rötiboden","Wädenswil, Glärnisch",9
"Wädenswil, Tiefenhof","Wädenswil, Krähbach",9
Zürich Central (Polybahn),"Zürich, Bahnhofquai/HB",5
"Zürich, Burgwies","Zürich, Wetlistrasse",7
"Zürich, Freiestrasse","Zürich, Klusplatz",6
"Zürich, Glaubtenstrasse","Zürich, Glaubtenstrasse Nord",2
"Zürich, Güterbahnhof","Zürich, Hardplatz",10
"Zürich, Lochergut","Zürich,Kalkbreite/Bhf.Wiedikon",7
"Zürich, Römerhof","Zürich, Hölderlinstrasse",6
"Zürich, Siemens","Zürich, Sackzelg",10
"Zürich, Stadtgrenze","Zürich, Seerose",10
"Breite b. N'dorf, W'thurerstr.","Breite b. N'dorf,Grünenwaldstr",1
Busgarage,"Wettingen, Jurastrasse",9
"Dielsdorf, Gesundheitszentrum","Dielsdorf, Wehntalerstrasse",9
"Erlenbach ZH, Bahnhof","Erlenbach ZH, Bahnhofstrasse",5
"Fahrweid, Au","Fahrweid, Brunaustrasse",7
"Gossau ZH, Unterhofen","Gossau ZH, Mitteldorf",9
Greifensee (See),"Greifensee, Im Hof",10
"Gutenswil, Sternen","Gutenswil, Grossenacher",8
"Kilchberg ZH, Lindt & Sprüngli","Kilchberg ZH, Bendlikon",7
"Kloten, Graswinkel","Kloten, Wohnheim",8
"Oberrieden, Wattenbühlweg","Oberrieden, Seehalde",5
"Obfelden, alte Post","Obfelden, Bachstrasse",8
"Oetwil am See, Holzhusen","Grüningen, Holzhusen",5
"Pfäffikon ZH, Bahnhof",Pfäffikon ZH,1
"Regensdorf, Zentrum Ost","Regensdorf, Gemeindehaus",9
"Schlieren, Wagonsfabrik","Schlieren, Bahnhof",9
Spital Zollikerberg,"Zollikerberg, Spital",3
Uitikon Waldegg,"Waldegg, Birmensdorferstrasse",7
"Uster, Loren","Uster, Haberweid",10
"Wallisellen, Ifang","Wallisellen, Säntisstrasse",10
"Watt, Geerenweg",Regensdorf-Watt,10
"Winterthur, Rebwiesen","Winterthur, Schöntal",4
"Wädenswil, Bahnhof","Wädenswil, Schmiedstube",8
"Zürich, Balgrist","Zürich, Klinik Hirslanden",7
"Zürich, Botanischer Garten","Zürich, Hegibachplatz",7
"Zürich, Helvetiaplatz","Zürich, Bäckeranlage",7
"Zürich, Hungerbergstrasse","Zürich, Aspholz",9
"Zürich, Schützenhaus Höngg","Zürich, Michelstrasse",8
"Zürich, Sihlquai/HB","Zürich, Sihlpost/HB",10
"Zürich, Winkelriedstrasse","Zürich, Goldauerstrasse",8
"Zürich, Winzerstrasse","Zürich, Wartau",9
"Baar, Lättichstrasse","Baar, Lättich",5
"Binz bei Maur, Twäracher","Pfaffhausen, Müseren",10
"Bremgarten AG, Fischbacherstr.","Bremgarten AG, Stockweier",7
"Dietikon, Stadthaus","Dietikon, Sommerau",8
"Dietlikon, Zentrum","Dietlikon, Riedenerstrasse",7
"Dübendorf, Neugut Süd","Dübendorf, Sport Heerenschürli",10
"Dübendorf, Unterdorf",Dübendorf,9
"Geroldswil, Grindlen","Geroldswil, Dorfstrasse",6
"Glattbrugg, Lättenwiesen","Glattpark, Lindberghplatz",9
"Horgen, Wannerstrasse","Horgen, Plattenhof",7
"Illnau, Bahnhof","Illnau, Weisslingerstrasse",7
Kilchberg ZH,"Kilchberg ZH, Paradiesstrasse",10
"Kloten, Rankstrasse","Kloten, Lindenstrasse",7
"Küsnacht ZH, Bergstrasse","Küsnacht ZH, Himmelistrasse",5
"Meilen, Friedhof",Meilen (See),10
"Oetwil am See, Holzhusen","Oetwil am See, Eichholzstrasse",4
"Pfäffikon ZH, Witzberg","Pfäffikon ZH, Matten",9
"Schlieren, Heimeliweg","Schlieren, Kesslerstrasse",5
Shopping Center,"Spreitenbach, Altersheim",4
"Spreitenbach, Brüel","Spreitenbach, Shopping Center",8
"Thalwil, Zentrum",Thalwil,3
"Uitikon Waldegg, Bahnhof","Ringlikon, Gättern",10
Urdorf Weihermatt,"Urdorf Weihermatt, Bahnhof",3
"Volketswil, Hegnau","Volketswil, Gries",8
"Wallisellen, Lindenplatz","Wallisellen, Bützacker",5
"Wettswil a.A., Dorf","Wettswil a.A., Eggächer",7
"Wettswil a.A., Heissächerstr.","Wettswil a.A., Strumbergächer",5
"Winterthur, Friedliweg","Winterthur, Zentrum Töss",10
"Wohlen AG, Rummelring","Wohlen AG, Cheiblerrain",9
"Zufikon, Bachhalde","Zufikon, Schulanlage",8
"Zürich, Am Suteracher","Zürich, Micafil",9
"Zürich, Auzelg","Zürich, Orionstrasse",5
"Zürich, Buhnstrasse","Zürich, Staudenbühl",8
"Zürich, Butzenstrasse","Zürich, Rote Fabrik",10
"Zürich, Flühgasse","Zürich, EPI-Klinik",5
"Zürich, Gutstrasse","Zürich, Heuried",6
"Zürich, Paradeplatz","Zürich, Sihlstrasse",9
"Zürich, Schaffhauserplatz","Zürich, Nürenbergstrasse",9
"Zürich, Seilbahn Rigiblick","Zürich, Ottikerstrasse",10
"Baden, Liebenfels","Neuenhof, Webermühle",7
"Bülach, Soliboden","Bülach, Hohfuri",8
"Dietikon, Sommerau",Dietikon Schöneggstrasse,7
"Dietlikon, Klimmweg","Dietlikon, Lindenstrasse",3
"Dübendorf, Branzenäsch","Dübendorf, Glärnischstrasse",4
"Erlenbach ZH, Bahnhofstrasse",Erlenbach ZH,5
"Erlenbach ZH, Im Bindschädler","Herrliberg, Rain",8
"Erlenbach ZH, Pflugstein","Erlenbach ZH, Im Bindschädler",8
"Gockhausen, Ursprungstrasse","Gockhausen, Dorf",7
"Kilchberg ZH, Gottlieb-Binder","Kilchberg ZH, Altersheim",8
"Kloten, Kaserne Ost","Kloten, Hohrainli",7
"Küsnacht ZH, Boglerenstrasse",Küsnacht Goldbach,10
"Küsnacht ZH, Ränkestrasse","Küsnacht ZH, Hesligenstrasse",5
"Mettmenstetten, Rennweg","Mettmenstetten, Schulhaus",7
Mettmenstetten,"Mettmenstetten, Rennweg",8
"Neuenhof, Eich","Neuenhof, Landhaus",7
"Oberhasli, Post","Oberhasli, Dorf",7
"Obfelden, Gessnerstrasse","Obfelden, Unterlunnern",8
"Oetwil am See, Eichholzstrasse","Grüningen, Holzhusen",8
"Opfikon, Aublick","Opfikon, Vreniker",9
Rathaus,"Wettingen, Albisstrasse",8
"Regensdorf, Querstrasse","Regensdorf, Pumpwerkstrasse",4
"Rümlang, Gemeindehaus","Rümlang, Zürichweg",5
"Schlieren, Spital Limmattal","Urdorf, Rainweg",10
"Thalwil, Archstrasse","Thalwil, Bahnhof",6
"Uetikon am See, Brandrain","Uetikon am See, Bergheim",3
"Uster, Pfannenstielstrasse","Uster, Sonnenberg",8
"Uster, Seeweg","Uster, Turicum",5
"Volketswil, Giessen","Volketswil, Dorf",5
"Waldegg, Katholische Kirche",Uitikon Waldegg,6
"Wallisellen, Friedhof","Wallisellen, Rosenberg",10
"Wallisellen, Guggenbühlstrasse",Wallisellen,8
Wallisellen,"Wallisellen, Rosenberg",9
"Watt, Schulhaus","Watt, Laubisser",8
"Wettingen, Bushof","Wettingen, Halbartenstrasse",7
Wettingen,"Wettingen, Ligusterweg",10
"Winkel, Seebüel","Winkel, Zentrum",8
"Winterthur, Archstrasse/HB","Winterthur, Brühleck",10
"Winterthur, Turmstrasse","Winterthur, Nussbaumweg",4
"Wohlen AG, Stegmatt","Wohlen AG, Haldenschulen",9
"Zollikerberg, Station/Q'treff",Zollikerberg,2
Zürich Wipkingen,"Zürich Wipkingen, Bahnhof",1
"Zürich, Binz Center","Zürich, Räffelstrasse",6
"Zürich, Chaletweg","Zürich, Maillartstrasse",7
"Zürich, Dangelstrasse","Zürich, Wollishoferplatz",9
"Zürich, Dorflinde","Zürich, Berninaplatz",9
"Zürich, Friesenberghalde","Zürich, Friesenbergstrasse",5
"Zürich, Kantonalbank","Zürich, Bürkliplatz",4
"Zürich, Letzipark West","Zürich, Freihofstrasse",9
"Zürich, Universität Irchel","Zürich, Strickhof",8
"Adliswil, Ahornweg","Kilchberg ZH, Spital",7
"Adliswil, Poststrasse","Adliswil, Grundstrasse",8
Bremgarten Isenlauf,Bremgarten West,7
"Dübendorf, Glärnischstrasse","Dübendorf, Sonnenberg",9
"Glattbrugg, Mode Center TMC","Zürich, Ettenfeld",10
"Gossau ZH, Unterhofen","Gossau ZH, Zentrum",7
Herrliberg (See),"Herrliberg-Feldmeilen,Bhf West",4
"Horgen, Gehren","Horgen, Fischenrüti",9
"Killwangen, Mühlehalde",Killwangen-Spreitenbach,9
"Kloten, Bahnhof","Kloten, Kirchgasse",9
"Kloten, Mühle","Kloten, Oberfeld",10
"Küsnacht ZH, Schiedhaldenstr.","Küsnacht ZH, Oberwacht",9
"Opfikon, Austrasse","Opfikon, Neuwiesen",7
"Otelfingen, Landstrasse","Otelfingen, Schule",9
"Regensdorf, Furtbächli","Adlikon b. R., Pächterried",6
"Regensdorf, Strassenverkehrs.","Regensdorf, Feldblumenstrasse",10
"Rüschlikon, Säumerstrasse","Rüschlikon, Langhaldenstrasse",9
"Schlieren, Talacker-Windegg","Schlieren, Feldstrasse",5
"Spreitenbach, Interio","Spreitenbach, Furttalstrasse",4
"Thalwil, Aubrigstrasse","Thalwil, Rainstrasse",4
"Urdorf, Rainweg","Urdorf, Feldegg",8
"Urdorf, Schlierenstrasse","Urdorf, Luberzen",9
"Uster, Pfannenstielstrasse","Uster, Wildsbergstrasse",10
"Volketswil, Chammwisen","Volketswil, Gries",7
"Volketswil, In der Höh","Volketswil, Zimikon",6
"Wohlen AG, Luegisland","Wohlen AG, Zürcherhof",8
"Wädenswil, Tiefenhof","Wädenswil, Büelen",5
"Würenlos, Limmatbrücke","Würenlos, Altwiesen",9
Zürich Schweighof,"Zürich, Schweighof",2
"Zürich Wollishofen,Bhf/Staubst","Zürich, Landiwiese",10
"Zürich, Albisriederdörfli","Zürich, Goldackerweg",9
"Zürich, Drusbergstrasse","Zürich, Buchzelgstrasse",10
"Zürich, Flurstrasse","Zürich, Siemens",8
"Zürich, Goldauerstrasse","Zürich, Spyristeig",10
"Zürich, Werd","Zürich, Kernstrasse",7
"Zürich, Zentrum Witikon","Zürich, Berghaldenstrasse",6
"Adliswil, Schulhaus Kopfholz","Adliswil, Rifertstrasse",5
"Adliswil, Wanneten-/Haldenstr.","Adliswil, Landolt-Junker-Str.",6
"Bachenbülach, alte Post","Bachenbülach, Schmiede",10
"Bülach, Grampenweg","Bülach, Untertor",5
"Bülach, Pfarrgässli","Bülach, Moritz-Meyer-Weg",6
"Bülach, Stadthalle","Bülach, Niederflachs",9
"Dielsdorf, Wehntalerstrasse","Dielsdorf, Gesundheitszentrum",9
"Dietikon, Hagackerstrasse","Dietikon, Lerzen",4
"Dietikon, Schäflibach","Dietikon, Hofacker",4
Hedingen,"Hedingen, Güpf",5
"Herrliberg, Holzwies","Herrliberg, Bergstrasse",10
"Herrliberg, Holzwies","Herrliberg, Busenhardstrasse",7
"Herrliberg, Sportplatz","Herrliberg, Tennisplätze",8
"Itschnach, Rebweg","Itschnach, Dorf",7
"Kilchberg ZH, Mythenstrasse","Kilchberg ZH, Gottlieb-Binder",9
Küsnacht Goldbach,"Küsnacht ZH, Boglerenstrasse",10
"Rüschlikon, Säumerstrasse","Rüschlikon, Eggrain",9
"Spreitenbach, Glattler","Spreitenbach, Shopping Center",9
"Teufen ZH, Schloss","Freienstein, Friedhof Federen",5
"Urdorf, Neumattstrasse","Urdorf, Spitzacker",7
"Uster, Ackerstrasse","Uster, Bahnhof",9
"Wallisellen, Neugut","Dübendorf, Hochbord Nord",9
"Wettingen, Kreuzkapelle","Wettingen, Busgarage",10
"Wettswil a.A., Heissächerstr.","Wettswil a.A., Langächer",10
Winterthur Töss,"Winterthur, Schöntal",8
"Winterthur, Brudertobel","Winterthur, Bruderhaus",10
"Wädenswil, Lätten","Wädenswil, Tobelrain",10
"Zollikerberg, Station/Q'treff","Zollikerberg, Station",4
Zürich Altstetten,"Zürich, Lindenplatz",10
Zürich Brunau,"Zürich, Thujastrasse",5
Zürich HB SZU,"Zürich, Sihlpost/HB",9
"Zürich, Bahnhofquai/HB",Zürich Central (Polybahn),5
"Zürich, Bellevue",Zürich Bellevue (See),4
"Zürich, Bethanien","Zürich, Hinterbergstrasse",3
"Zürich, Fernsehstudio","Glattpark, Chavez-Allee",10
"Zürich, Genossenschaftsstrasse","Zürich, Orionstrasse",7
"Zürich, Heerenwiesen","Zürich, Herzogenmühlestrasse",9
"Zürich, Himmeri","Zürich, Buhnstrasse",6
"Zürich, Jugendherberge","Zürich, Billoweg",10
"Zürich, Landiwiese","Zürich Wollishofen,Bhf/Staubst",10
"Zürich, SBB-Werkstätte","Zürich, Letzipark",7
"Zürich, Sackzelg","Zürich, Schulhaus Altweg",6
"Adlikon b. R., Dorf","Adlikon b. R., Pächterried",8
"Adliswil, Bodenacker",Adliswil (Luftseilbahnstation),8
Berikon-Widen,"Widen, Burkertsmatt",9
"Bremgarten AG, Bahnhof",Bibenlos-Sonnenhof,8
"Dietikon, Vorstadt","Dietikon, Gjuchstrasse",8
Dietikon,"Dietikon, Sommerau",7
"Dübendorf, Kirche Wil","Dübendorf, Grüzenstrasse",5
Dübendorf,"Dübendorf, Flugplatz",8
"Erlenbach ZH, Im Bindschädler","Erlenbach ZH, Im Streuli",5
"Herrliberg, Busenhardstrasse","Herrliberg, Bergstrasse",10
"Horgen, Bahnhof","Horgen, untere Mühle",7
"Horgen, Heubach","Horgen, Gehren",9
"Horgen, Plattenhof","Horgen, Säntisstrasse",4
"Kloten, Wohnheim","Kloten, Härdlen",7
"Meilen, Friedhof",Meilen,7
"Opfikon, Grätzli","Opfikon, Vreniker",9
"Ottenbach, Zentrum","Ottenbach, Rigiblick",6
"Schlieren, Geissweid","Schlieren, Kesslerstrasse",9
"Spreitenbach, Shopping Center","Spreitenbach, IKEA",9
"Thalwil, Archstrasse","Thalwil, Post",3
"Thalwil, Post","Thalwil, Archstrasse",3
"Unterengstringen, Sennenbüel N","Unterengstringen, Sennenbüel",2
"Waltenschwil, Zentrum","Waltenschwil, Maiächer",10
"Wettingen, Kloster","Wettingen, Ligusterweg",10
"Winterthur, Gewerbeschule","Winterthur, Fotozentrum",9
"Wohlen AG, Kapellmatt","Wohlen AG, Gyrenhübelstrasse",6
"Würenlos, Lärchenweg","Würenlos, Raiffeisenbank",8
Zürich Altstetten,"Zürich, Seidelhof",8
Zürich Enge,"Zürich Enge, Bahnhof/Bederstr.",2
"Zürich, Bellevue","Zürich Stadelhofen, Bahnhof",5
"Zürich, Fischerweg","Zürich, Förrlibuckstrasse",9
"Zürich, Friedhof Hönggerberg","Zürich, Schützenhaus Höngg",5
"Zürich, Hönggerberg","Zürich, Im Wingert",10
"Zürich, Krönleinstrasse","Zürich, Heubeeriweg",8
"Zürich, Orionstrasse","Zürich, Fernsehstudio",8
"Zürich, Schlyfi","Zürich, Drusbergstrasse",9
"Zürich, Stampfenbachplatz",Zürich HB SZU,9
"Zürich, Trichtenhausenfussweg","Zürich, Zweiackerstrasse",7
"Zürich, Universität Irchel","Zürich, Hirschwiesenstrasse",10
"Zürich, Wonnebergstrasse",Zürich Tiefenbrunnen,9
"Bergdietikon, Bergli","Bergdietikon, Rietwies",5
"Berikon, Mattenhof","Berikon, Stalden",10
"Boppelsen, Dorf","Boppelsen, Hand",9
"Bremgarten AG, Bibenlos","Bremgarten AG, Zufikerstrasse",4
"Bremgarten AG, Zelgli",Bremgarten,10
Buchberg (Fähre),Tössegg,6
"Dübendorf, Hochbord Nord","Wallisellen, Neugut",9
"Erlenbach ZH, Im Vogelsang","Erlenbach ZH, Rankstrasse",5
"Erlenbach ZH, Pflugstein","Erlenbach ZH, Im Streuli",4
"Fislisbach, Post","Fislisbach, Niederrohrdorferst",8
"Glattbrugg, Post","Glattbrugg, Zentrum",10
"Herrliberg, Holzwies","Herrliberg, Freudacherstrasse",9
"Herrliberg, Rietli","Herrliberg, Humrigen",10
"Horgen, Teufenbach",Horgen Autoquai,7
"Kilchberg ZH, Weinbergstrasse","Kilchberg ZH, Paradiessteig",6
Kilchberg ZH,Kilchberg,0
"Kloten, Neubrunnenstrasse","Kloten, Bramen",3
"Kloten, Waldeggweg","Kloten, Bramen",8
"Küsnacht ZH, Bergstrasse","Küsnacht ZH, Ob. Heslibachstr.",9
Museumstrasse/HB,"Winterthur, Hauptbahnhof",4
"Opfikon, Bubenholz","Glattbrugg, Zentrum",10
"Opfikon, Schulstrasse","Opfikon, Dorf",8
"Rümlang, Hofwisenunterführung","Rümlang, Rümelbach",8
"Stallikon, Aegerten","Stallikon, Langfuren",8
"Steinmaur, Bahnhof",Steinmaur,3
"Thalwil, Aegertli","Thalwil, Rudishaldenstrasse",7
"Thalwil, Feldstrasse","Thalwil, Ebnet",6
"Uster, Ackerstrasse","Uster, Dammstrasse",5
"Uster, Loren-Allee","Uster, Meieracher",9
"Uster, Poststrasse",Uster,4
"Wettingen, Tägi",Hardstrasse,5
"Wohlen AG, Turmstrasse","Wohlen AG, Stegmatt",6
Wohlen Oberdorf,"Wohlen AG, Rummelring",8
Zürich Polyterrasse,Zürich Central (Polybahn),4
"Zürich, Am Börtli","Zürich, Kempfhofsteig",7
"Zürich, Central",Zürich Polyterrasse,4
"Zürich, Schweighof","Zürich, Schaufelbergerstrasse",10
"Zürich, Signaustrasse","Zürich, Botanischer Garten",9
"Zürich, Stampfenbachplatz","Zürich, Sonneggstrasse",6
"Zürich, Wollishoferplatz","Zürich, Widmerstrasse",6
"Adlikon b. R., Leematten","Adlikon b. R., Dorf",10
"Adliswil, Büchel","Adliswil, Landolt-Junker-Str.",5
"Adliswil, Dietlimoos","Adliswil, Grüt",5
"Adliswil, Grundstrasse","Adliswil, Poststrasse",8
"Adliswil, Tobelhof","Adliswil, Bahnhof",9
"Bertschikon bei Gossau, Dorf","Bertschikon b. G., Müselacher",6
"Bülach, Bahnhof Ost","Bülach, Sonnenhof",9
"Bülach, Sonnenhof",Bülach,10
"Erlenbach ZH, Trottgatter","Erlenbach ZH, Föhrenstrasse",9
"Fislisbach, Sportanlage Esp","Fislisbach, Gemeindehaus",10
"Geroldswil, Schweizäcker","Geroldswil, Zentrum",9
"Glattbrugg, Riethofstrasse","Opfikon, Schwimmbad",10
Hauptbahnhof,"Winterthur, Sulzer",7
"Horgen, Bahnhof","Horgen, Bergli",10
"Horgen, Ebnetstrasse","Horgen, Heubach",5
"Horgen, Panorama/CS","Horgen, Bergli",10
"Kilchberg ZH, Kreuzstrasse",Kilchberg ZH,5
"Kloten, Waldeggweg","Kloten, Neubrunnenstrasse",10
"Männedorf, Dammstrasse","Männedorf, Kirchweg",10
"Niederglatt ZH, Sonnenbergstr.",Niederglatt,7
"Opfikon, Fernsicht","Opfikon, Grossacker",9
"Regensberg, Hirsmühle","Dielsdorf, Spitalstrasse",10
"Spreitenbach, Center Spreitenb","Spreitenbach, Brüel",10
"Stäfa, Uelikon","Stäfa, Binz",8
"Uster, Burgreben","Uster, Apothekerstrasse",6
"Volketswil, Wallberg","Volketswil, Huzlenstrasse",10
"Wallisellen, Gemeindehaus","Wallisellen, Hallenbad",5
"Wettingen, Rathaus","Wettingen, Bahnhofstrasse",6
"Winterthur, Schlossberg","Winterthur, Grafenstein",7
"Wohlen AG, Guggimatt","Wohlen AG, obere Haldenstrasse",10
"Zollikerberg, Station",Zollikerberg,2
Zürich Giesshübel,"Zürich, Kantonsschule Enge",10
Zürich Limmatquai,"Zürich, Rudolf-Brun-Brücke",3
"Zürich, Bahnhofstrasse/HB",Zürich Central (Polybahn),7
"Zürich, Beckenhof","Zürich, Stampfenbachplatz",10
"Zürich, Bellevue","Zürich, Opernhaus",6
"Zürich, Bircher-Benner","Zürich, Waldhaus Dolder",8
"Zürich, Bristenstrasse","Zürich Altstetten, Bahnhof N",7
"Zürich, EPI-Klinik","Zürich, Wonnebergstrasse",10
"Zürich, Fröhlichstrasse","Zürich, Altenhofstrasse",7
"Zürich, Neeserweg","Zürich, Farbhof",7
"Zürich, Vulkanstrasse",Zürich Altstetten,10
"Zürich, Vulkanstrasse","Zürich, Werdhölzli",9
"Zürich, Wartau","Zürich, Singlistrasse",6
"Adliswil, Badstrasse","Adliswil, Hofackerstrasse",5
"Bassersdorf, Grindel","Kloten, Grubenstrasse",9
"Bergdietikon, Baltenschwil",Dietikon Stoffelbach,10
"Bülach, Soligänter","Bülach, Schuemacher",4
"Dietlikon, Zentrum",Dietlikon,7
"Effretikon, Langhag","Effretikon, Weiherstrasse",10
"Glattpark, Chavez-Allee","Glattpark, Lindberghplatz",8
"Kilchberg ZH, Auf Brunnen","Kilchberg ZH, Schoorenstrasse",7
"Kilchberg ZH, Breitloo","Kilchberg ZH, Schlimbergstr.",7
"Killwangen, Bahnhof","Killwangen, Mühlehalde",8
"Kloten, Graswinkel","Kloten, Mühle",8
"Küsnacht ZH, Bergstrasse","Küsnacht ZH, Hesligenstrasse",7
"Langnau-Gattikon, Bahnhof",Langnau-Gattikon,1
Meilen,"Meilen, Friedhof",7
"Niederrohrdorf, Vogelrüti","Oberrohrdorf, Im Feld",10
"Oberhasli, Hasliberg","Oberhasli, Dorf",9
"Oberrohrdorf, Staretschwil","Niederrohrdorf, Oberdorf",9
"Ottenbach, Geeren","Ottenbach, Engelwiese",9
"Rüschlikon, Bodengasse",Rüschlikon,9
"Thalwil, Post","Thalwil, Rudishaldenstrasse",10
"Unterengstringen, Aegelsee","Weiningen ZH, Aegelsee",3
"Uster, Dammstrasse","Uster, Strick",8
